mal_id,title,title_english,title_japanese,title_synonyms,mal_url,image_url,type,source,episodes,status,airing,aired_from,aired_to,aired_string,duration,content_rating,score,scored_by,rank,popularity,members,favorites,season,year,broadcast_day,broadcast_time,studios,producers,licensors,genres,themes,demographics,opening_themes,ending_themes,synopsis,background,approved,trailer_url
12029,Uchuu Senkan Yamato 2199,Star Blazers: Space Battleship Yamato 2199,宇宙戦艦ヤマト2199,,https://myanimelist.net/anime/12029/Uchuu_Senkan_Yamato_2199,https://cdn.myanimelist.net/images/anime/2/36607.jpg,OVA,Original,26.0,Finished Airing,False,2012-05-25,2013-10-25,"May 25, 2012 to Oct 25, 2013",25 min per ep,PG-13 - Teens 13 or older,8.32,41797.0,308.0,2039,126184,1954,,,,,Xebec|AIC,Production I.G|Bandai Visual|OLM|Lantis|Shochiku|Bandai|Tohokushinsha Film Corporation|Bandai Namco Games|Voyager Entertainment,Funimation,Action|Drama|Sci-Fi,Adult Cast|Military|Space,,,,"Earth's once green hills and rich blue oceans have been converted into a desolate wasteland by the relentless onslaught of planet bombs from the expansionist Gamilas Empire. By the year 2199, humankind has retreated to the depths of underground cities to escape the radiation.  However, all hope is not lost, as the distant planet Iscandar offers Earth its final salvation: the Cosmo Reverse System, capable of restoring Earth's irradiated surface. In a desperate bid to retrieve this technology from Iscandar, the Earth Defense Force pours its remaining resources into the Yamato—an innovative, state-of-the-art battleship equipped with an infinite energy Wave Motion Engine.  From young talent such as Tactical Officer Susumu Kodai to accomplished veterans like Captain Juuzou Okita, the Yamato's crew consists of many individuals, all varying in their experience on the battlefield. But despite their differences, one goal unifies them all: to complete their perilous 168,000 light-year voyage to Iscandar and save humanity from imminent doom.  [Written by MAL Rewrite]","The series will be sold in the same theaters that show the Yamato movies on the same days, i.e. a simultaneous release. The first two episodes of the TV series (which is the same as the OVA series) were pre-aired on the Family Gekijou cable and satellite channel on 6th and 7th of April, 2012. The rest of the episodes was aired on MBS & TBS beginning April 7, 2013.",True,
12031,Kingdom,Kingdom,キングダム,,https://myanimelist.net/anime/12031/Kingdom,https://cdn.myanimelist.net/images/anime/13/39511.jpg,TV,Manga,38.0,Finished Airing,False,2012-06-04,2013-02-25,"Jun 4, 2012 to Feb 25, 2013",25 min per ep,R - 17+ (violence & profanity),7.87,91175.0,985.0,1078,262481,2392,summer,2012.0,Mondays,19:00,Studio Pierrot,NHK|Sogo Vision,Funimation,Action,Historical|Military,Seinen,,,"China’s Warring States period, a raging dragon that would raze the land for 500 years, saw many kingdoms rise and fall, making way for the next generation of kings and generals to fight for supremacy. Eventually, seven powerful states emerged from the endless cycle of warfare.  In the kingdom of Qin, Xin, a war-orphaned slave, trains vigorously with fellow slave and best friend, Piao, who shares his proud dream of one day becoming a Great General of the Heavens. However, the two are suddenly forced to part ways when Piao is recruited to work in the royal palace by a retainer of the King.  After a fierce coup d'état unfolds, Piao returns to Xin, half dead, with a mission that will lead him to a meeting with China's young King, Ying Zheng, who bears a striking resemblance to Piao. Kingdom follows Xin as he takes his first steps into the great blood-soaked pages of China's history. He must carve his own path to glory on his long quest to become a Great General of the historic Seven Warring States.  [Written by MAL Rewrite]",Kingdom adapts chapters 1-173 of the original manga.,True,
12049,Fairy Tail Movie 1: Houou no Miko,Fairy Tail the Movie: The Phoenix Priestess,劇場版 FAIRY TAIL 鳳凰の巫女,Gekijouban Fairy Tail: Houou no Miko|Priestess of the Phoenix|Fairy Tail: The Phoenix Priestess,https://myanimelist.net/anime/12049/Fairy_Tail_Movie_1__Houou_no_Miko,https://cdn.myanimelist.net/images/anime/13/47083.jpg,Movie,Manga,1.0,Finished Airing,False,2012-08-18,,"Aug 18, 2012",1 hr 26 min,PG-13 - Teens 13 or older,7.38,128908.0,2661.0,1231,230992,568,,,,,Satelight|A-1 Pictures,TV Tokyo|Dentsu,Funimation,Action|Adventure|Fantasy,,Shounen,,,"In the mountains of north Fiore lies the Fire Village, where a lush-blue relic known as the Phoenix Stone is preserved. Entrusted to a mystifying woman named Éclair, it is said to contain the power of an ancient phoenix. She wanders the land alone and protects the stone from harm, despite having no memory of why it was left in her care and only the faintest recollection of where she must take it.   After encountering the wizard guild Fairy Tail, Éclair receives an offer from Natsu Dragneel and his friends to help her uncover the mysteries surrounding the stone. However, in the midst of the group's journey, Éclair is suddenly attacked and the stone is taken from her. With this, nefarious intentions to revive the blazing phoenix for its unparalleled power come to light, and the wizards of Fairy Tail find themselves in a situation that could spell calamity. They must now work together to prevent the revival of the phoenix and save the world from ruin.   [Written by MAL Rewrite]",,True,
12069,Hajime no Ippo: Boxer no Kobushi,Fighting Spirit Special,はじめの一歩 THE FIGHTING! ボクサーの拳,Hajime no Ippo Episode 76|The First Step Special|Hajime no Ippo: The Fighting Special|Hajime no Ippo Special,https://myanimelist.net/anime/12069/Hajime_no_Ippo__Boxer_no_Kobushi,https://cdn.myanimelist.net/images/anime/2/84664.jpg,Special,Manga,1.0,Finished Airing,False,2003-03-21,,"Mar 21, 2003",23 min,PG-13 - Teens 13 or older,8.08,36300.0,611.0,3175,63363,93,,,,,Madhouse,VAP,Discotek Media|Geneon Entertainment USA,Sports,Combat Sports,Shounen,,,A special episode included in the DVDs. It tells the story of how Takamura started boxing.,,True,
12079,Black★Rock Shooter,,ブラック★ロックシューター,BRS|Supercell: Black Rock Shooter|Hatsune Miku's Black★Rock Shooter,https://myanimelist.net/anime/12079/Black★Rock_Shooter,https://cdn.myanimelist.net/images/anime/12/54331.jpg,Music,Other,1.0,Finished Airing,False,2008-06-13,,"Jun 13, 2008",4 min,PG-13 - Teens 13 or older,7.04,34682.0,,2973,71013,328,,,,,,,,Action|Fantasy,Music,,,,"The official music video that eventually spawned the entire Black Rock Shooter franchise. Inspired by the first official illustration by huke, the song was composed by ryo of supercell, illustrated by huke and sung by Hatsune Miku, a VOCALOID.",,True,
12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,Berserk: The Golden Age Arc II - The Battle for Doldrey,ベルセルク 黄金時代篇Ⅱ ドルドレイ攻略,Berserk Movie|Berserk Saga,https://myanimelist.net/anime/12113/Berserk__Ougon_Jidai-hen_II_-_Doldrey_Kouryaku,https://cdn.myanimelist.net/images/anime/12/37193.jpg,Movie,Manga,1.0,Finished Airing,False,2012-06-23,,"Jun 23, 2012",1 hr 32 min,R+ - Mild Nudity,7.87,148606.0,974.0,1214,233668,789,,,,,Studio 4°C,VAP|Hakusensha|Movic|Yahoo! Japan|Lucent Pictures Entertainment|Good Smile Company|Beyond C.|KDDI,VIZ Media,Action|Adventure|Drama|Fantasy|Horror,Gore|Military|Psychological,Seinen,,,"The Band of the Hawk and their enigmatic leader Griffith continue winning battle after battle as their prestige throughout the kingdom of Midland grows. But their latest task is one that has seen failure from everyone who has attempted it: the subjugation of the impenetrable fortress of Doldrey.   But with members like Guts—the captain of the Hawks' raiders who can easily fell 100 men with his gigantic sword—such tasks prove to be trivial. However, in the aftermath of the battle, Guts decides to leave the Hawks in order to pursue his own dream and bids farewell to his companions, despite Griffith's attempts to make him stay. This single event causes Griffith to lose his composure, and leads him to make a decision that will alter his and the Hawks' fates forever.  [Written by MAL Rewrite]",,True,
12115,Berserk: Ougon Jidai-hen III - Kourin,Berserk: The Golden Age Arc III - The Advent,ベルセルク 黄金時代篇Ⅲ 降臨,Berserk Movie|Berserk Saga|Berserk: Golden Age Arc III - Descent,https://myanimelist.net/anime/12115/Berserk__Ougon_Jidai-hen_III_-_Kourin,https://cdn.myanimelist.net/images/anime/12/41305.jpg,Movie,Manga,1.0,Finished Airing,False,2013-02-01,,"Feb 1, 2013",1 hr 52 min,R+ - Mild Nudity,8.21,153573.0,417.0,1148,247568,1699,,,,,Studio 4°C,VAP|Hakusensha|Movic|Yahoo! Japan|Lucent Pictures Entertainment|Good Smile Company|Beyond C.|KDDI,VIZ Media,Action|Adventure|Drama|Fantasy|Horror,Gore|Military|Psychological,Seinen,,,"The Band of the Hawk has dwindled in the year since Guts left them on his journey to forge his own destiny. Unaware of their fate, Guts returns to the Hawks—now being led by his former ally Casca—after a rumor about them passes his way. Once the saviors of the kingdom of Midland, the Band of the Hawk are now hunted as they desperately fight for their lives while plotting to free their leader, Griffith, after he was imprisoned for committing treason. But the man they save is far from the Griffith they remember.  Griffith is a shell of his former charismatic self after a year of continuous, horrific torture. No longer able to walk, speak, or even hold a sword, he has nothing but the small, strange trinket, the Crimson Behelit, that will not leave him. The entire Band of the Hawk want to rise to greatness once more, but how much are they willing to sacrifice to return to their past glory? It doesn't seem possible, but when Griffith's heart darkens and a solar eclipse blackens the sky, the Behelit offers a choice that will leave the Band of the Hawk with a blood-soaked fate that will haunt them for the rest of their days.  [Written by MAL Rewrite]",,True,
12149,AKB0048,AKB0048,AKB0048,AKB0048: First Stage,https://myanimelist.net/anime/12149/AKB0048,https://cdn.myanimelist.net/images/anime/3/74157.jpg,TV,Original,13.0,Finished Airing,False,2012-04-29,2012-07-22,"Apr 29, 2012 to Jul 22, 2012",23 min per ep,PG-13 - Teens 13 or older,7.35,29676.0,2800.0,3119,65010,690,spring,2012.0,,,Satelight,Starchild Records|Magic Capsule|GANSIS,Sentai Filmworks,Sci-Fi,Idols (Female)|Music,,,,"After an interplanetary war at the beginning of the 21st century, planet Earth has been left in ruins, with much of its ecosystem completely destroyed. Because it was no longer possible to live a normal life on this planet, the inhabitants are forced to move on to other planets where life will, hopefully, be more comfortable.  The Deep Galactic Trade Organization, a totalitarian government that affects many of the newly inhabited planets, has somehow come to the conclusion that music is a source of evil, and that it must be banned and destroyed for good. The talent group AKB0048 is soon formed, based on the original AKB48 members that once lived on Earth. Even though their music is now considered universally illegal, they make it their mission to bring their music back to life by travelling from one planet to another and holding as many concerts as they possibly can. They must undergo a whole new set of training methods in order to become the best that they can possibly be, while also avoiding the constant danger of being arrested because of their music. Join interplanetary popstars AKB0048 as they try to save the world－with music!",,True,
12175,Koi to Senkyo to Chocolate,"Love, Election and Chocolate",恋と選挙とチョコレート,Koichoco,https://myanimelist.net/anime/12175/Koi_to_Senkyo_to_Chocolate,https://cdn.myanimelist.net/images/anime/4/42015.jpg,TV,Visual novel,12.0,Finished Airing,False,2012-07-06,2012-09-28,"Jul 6, 2012 to Sep 28, 2012",24 min per ep,PG-13 - Teens 13 or older,6.96,108049.0,4927.0,1061,266857,484,summer,2012.0,Fridays,01:25,AIC Build,Aniplex|AIC|Lantis|TBS|Magic Capsule,Sentai Filmworks,Drama|Romance,Harem|School,,,,"Yuuki Oojima is a member of his high school's Food Research Club, whose main activity is eating snacks bought with funds allocated to them by the school. However, this peaceful and wasteful lifestyle is under threat as the upcoming student election draws near. Satsuki Shinonome, a major candidate and the head of the department of financial affairs, campaigns on a platform that includes disbanding meritless clubs such as the Food Research Club and redirecting their budgets to proper ones.  Understandably, the Food Research Club is in an uproar over this development, with president Chisato Sumiyoshi vowing to preserve it. But what can they even do to stop the highly competent and popular Satsuki from getting elected?  [Written by MAL Rewrite]",,True,
12187,Carnival Phantasm EX Season,,カーニバル・ファンタズム　EX Season,Carnival Phantasm OVA,https://myanimelist.net/anime/12187/Carnival_Phantasm_EX_Season,https://cdn.myanimelist.net/images/anime/4/64281.jpg,OVA,Manga,1.0,Finished Airing,False,2011-11-26,,"Nov 26, 2011",20 min,PG-13 - Teens 13 or older,7.45,29271.0,2338.0,3545,51833,15,,,,,Lerche,Notes,,Comedy|Supernatural,,,,,"A DVD-only episode bundled with the special edition Take Moon volume.   Caren Ortensia attempts to control the world using money with varying degrees of success, Phantas-Moon receives a movie adaption of her T.V. show, and Shiki is involved in a love plot that spans years.     (Source: Wikipedia)",,True,
12189,Hyouka,Hyouka,氷菓,Hyou-ka|Hyouka: You can't escape|Hyou-ka: You can't escape|Hyoka,https://myanimelist.net/anime/12189/Hyouka,https://cdn.myanimelist.net/images/anime/13/50521.jpg,TV,Novel,22.0,Finished Airing,False,2012-04-23,2012-09-17,"Apr 23, 2012 to Sep 17, 2012",25 min per ep,PG-13 - Teens 13 or older,8.05,691050.0,653.0,100,1482347,28209,spring,2012.0,Mondays,00:00,Kyoto Animation,Lantis|Kadokawa Shoten|KlockWorx|chara-ani.com|Animation Do,Funimation,Mystery|Slice of Life,School,,,,"High school freshman Houtarou Oreki has but one goal: to lead a gray life while conserving as much energy as he can. Unfortunately, his peaceful days come to an end when his older sister, Tomoe, forces him to save the memberless Classics Club from disbandment.  Luckily, Oreki's predicament seems to be over when he heads to the clubroom and discovers that his fellow first-year, Eru Chitanda, has already become a member. However, despite his obligation being fulfilled, Oreki finds himself entangled by Chitanda's curious and bubbly personality, soon joining the club of his own volition.  Soon enough, the club's membership grows to four, as Oreki's friends Satoshi Fukube and Mayaka Ibara join. Driven by Chitanda's insatiable curiosity, the members of the Classics Club solve the trivial yet intriguing mysteries that permeate their daily lives.  [Written by MAL Rewrite]",,True,
12191,Smile Precure!,Glitter Force,スマイルプリキュア,Smile Pretty Cure!,https://myanimelist.net/anime/12191/Smile_Precure,https://cdn.myanimelist.net/images/anime/12/76179.jpg,TV,Original,48.0,Finished Airing,False,2012-02-05,2013-01-27,"Feb 5, 2012 to Jan 27, 2013",24 min per ep,G - All Ages,6.93,26206.0,5095.0,3508,52596,525,winter,2012.0,Sundays,08:30,Toei Animation,Saban Brands,,Action,Mahou Shoujo,,,,"To teenager Miyuki Hoshizora, fairy tales are a world of wondrous encounters and happy endings. Inspired by her love for these stories, she lives every day searching for happiness. While running late on her first day of school as a transfer student, Miyuki meets Candy—a mysterious fairy from the world of fairy tales, Märchenland. However, when Candy disappears as quickly as she appeared, Miyuki is left believing the encounter was only a dream.  After an eventful first day, Miyuki finds a mysterious library at school. While combing through the bookshelves, she is transported next to Candy, who claims to be searching for the so-called legendary warriors, Precure. When forced to protect Candy's and everyone else's happiness, Miyuki transforms into ""Cure Happy,"" one of the Precure warriors! As Cure Happy, Miyuki is now tasked with finding the other legendary warriors and protecting the world from destruction, all while possibly discovering her very own happy ending.  [Written by MAL Rewrite]",,True,
12231,Dragon Ball: Episode of Bardock,Dragon Ball: Episode of Bardock,ドラゴンボール エピソード オブ バーダック,,https://myanimelist.net/anime/12231/Dragon_Ball__Episode_of_Bardock,https://cdn.myanimelist.net/images/anime/1218/138480.jpg,Special,Manga,1.0,Finished Airing,False,2011-12-17,,"Dec 17, 2011",19 min,PG-13 - Teens 13 or older,7.22,78985.0,3529.0,2038,126251,127,,,,,Toei Animation,,,Action|Adventure|Comedy|Fantasy|Sci-Fi,Martial Arts,Shounen,,,"Shown at Jump Festa 2012, held in December, 2011.  Bardock, Goku's father, who was supposed to have died when Freeza's attack hit him along with the Planet Vegeta, was sent way back in time where the planet was inhabited by strange creatures. There, he meets Freeza's ancestor, a space pirate named Chilled, and fights him to protect the planet.  (Source: AniDB)",,True,
12291,Acchi Kocchi,Place to Place,あっちこっち,,https://myanimelist.net/anime/12291/Acchi_Kocchi,https://cdn.myanimelist.net/images/anime/5/46489.jpg,TV,4-koma manga,12.0,Finished Airing,False,2012-04-06,2012-06-29,"Apr 6, 2012 to Jun 29, 2012",24 min per ep,PG-13 - Teens 13 or older,7.47,155533.0,2254.0,824,340646,2806,spring,2012.0,Fridays,01:25,AIC,Pony Canyon|TBS|DAX Production|BS-TBS|Jumondou|Houbunsha,Sentai Filmworks,Comedy|Romance,Gag Humor|School,,,,"Feelings may come and go, but true love always remains in the heart. Tsumiki Miniwa is in love with her best friend, Io Otonashi. For her, confessing is nearly impossible; but to her friends, they seem to be the perfect match. Cute and petite, Tsumiki comes off more as a friend, and Io's attitude toward her is friendlier than toward others. Despite the constant teasing and obvious hints that his friends have been dropping, Io always seems to miss the signs.   Throughout her everyday school life, Tsumiki spends time with her friends and Io. Will she finally muster enough courage to confess her true feelings?  [Written by MAL Rewrite]",,True,
12293,Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,Campione!,カンピオーネ！ ～まつろわぬ神々と神殺しの魔王～,Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,https://myanimelist.net/anime/12293/Campione_Matsurowanu_Kamigami_to_Kamigoroshi_no_Maou,https://cdn.myanimelist.net/images/anime/13/75662.jpg,TV,Light novel,13.0,Finished Airing,False,2012-07-06,2012-09-28,"Jul 6, 2012 to Sep 28, 2012",24 min per ep,PG-13 - Teens 13 or older,6.9,220578.0,5211.0,656,413519,1330,summer,2012.0,Fridays,23:30,Diomedéa,Lantis|AT-X|Barnum Studio|Magic Capsule|Warner Bros. Japan|KlockWorx|Shueisha|Bulls Eye,Sentai Filmworks,Action|Comedy|Romance|Supernatural|Ecchi,Harem|Mythology,,,,"The gods of the world are not myths or legends. They exist, unbeknownst to humans, fighting their battles and laying waste to land and life. People perceive the fights of such ""Heretic Gods"" as inexplicable natural disasters they cannot escape.  Sixteen-year-old high school student Godou Kusanagi travels to Italy at the request of his grandfather to return a particular tablet to an acquaintance for safekeeping. Godou does not expect to get drawn into a battle between two Heretic Gods alongside Erica Blandelli, a self-proclaimed witch fighting to protect people. Fortunately, he manages to defeat the god of war in mortal combat and becomes a ""Campione""—or ""God Slayer""—whose duty is to fight Heretic Gods to save humanity.  Godou's new status as a Campione attracts a bevy of Gods who wish to challenge him and a band of devout followers—mostly women—who are willing to aid him in his battles. Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou follows Godou as he tackles dueling deities in a conflict between Heaven and Earth.  [Written by MAL Rewrite]","The first episode was streamed on June 28, 2012 during a special event on Nico Nico Douga. The regular TV broadcast started on July 6, 2012.",True,
12317,Upotte!!,Upotte!!,うぽって!!,,https://myanimelist.net/anime/12317/Upotte,https://cdn.myanimelist.net/images/anime/13/35121.jpg,ONA,Manga,10.0,Finished Airing,False,2012-04-07,2012-06-09,"Apr 7, 2012 to Jun 9, 2012",24 min per ep,PG-13 - Teens 13 or older,6.44,31967.0,8184.0,2861,75358,172,,,,,Xebec,Kadokawa Shoten|DAX Production|Nippon Columbia,Sentai Filmworks,Action|Comedy|Ecchi,Military,Seinen,,,"Kiss kiss, bang bang! The arms race takes on a startling new development when the arms come with heads, legs and very feminine bodies attached!  Yes, at Seishou Academy every girl is literally a lethal weapon, and they're all gunning for the top shot at getting their own personal serviceman! Needless to say, it's going to be difficult for newly recruited human instructor Genkoku to adjust to working with a living arsenal of high caliber cuties with tricky names like FNC (Funko) M 16A4 (Ichiroku) L85A1 (Eru) and SG 550 (Shigu). Especially since many have hair triggers and there's no bulletproof vest that can stop a really determined coed! He'll have to rewrite the operator's manual on student/teacher relationships, and pray that his job description won't include having to field strip and reassemble one of his cadets in the dark. But unfortunately (for him) FNC's already thinking about becoming HIS personal weapon, and she usually gets what she aims for!  (Source: Sentai Filmworks)",,True,
12355,Ookami Kodomo no Ame to Yuki,Wolf Children,おおかみこどもの雨と雪,The Wolf Children Ame and Yuki,https://myanimelist.net/anime/12355/Ookami_Kodomo_no_Ame_to_Yuki,https://cdn.myanimelist.net/images/anime/9/35721.jpg,Movie,Original,1.0,Finished Airing,False,2012-07-21,,"Jul 21, 2012",1 hr 57 min,PG-13 - Teens 13 or older,8.56,486902.0,132.0,249,869529,11901,,,,,Studio Chizu,Madhouse|VAP|Dentsu|Yomiuri Telecasting|Kadokawa Shoten|TOHO|Hiroshima Television,Funimation|GKIDS,Award Winning|Slice of Life|Supernatural,Childcare,,,,"Hana, a hard-working college student, falls in love with a mysterious man who attends one of her classes though he is not an actual student. As it turns out, he is not truly human either. On a full moon night, he transforms, revealing that he is the last werewolf alive. Despite this, Hana's love remains strong, and the two ultimately decide to start a family.  Hana gives birth to two healthy children—Ame, born during rainfall, and Yuki, born during snowfall—both possessing the ability to turn into wolves, a trait inherited from their father. All too soon, however, the sudden death of her lover devastates Hana's life, leaving her to raise a peculiar family completely on her own. The stress of raising her wild-natured children in a densely populated city, all while keeping their identity a secret, culminates in a decision to move to the countryside, where she hopes Ame and Yuki can live a life free from the judgments of society. Wolf Children is the heartwarming story about the challenges of being a single mother in an unforgiving modern world.  [Written by MAL Rewrite]","Ookami Kodomo no Ame to Yuki won the 2013 Japan Academy Prize for Animation of the Year, the 2012 Mainichi Film Award for Best Animation Film, and the 2013 Animation of the Year award at the Tokyo International Anime Fair. It won two awards at the Oslo Films from the South festival in Norway: the main award, the Silver Mirror, and the audience award. It won an Audience Award at 2013 New York International Children's Film Festival and the 2014 Best Anime Disc award from Home Media Magazine.",True,
12365,Bakuman. 3rd Season,Bakuman. Season 3,バクマン。,Bakuman Season 3,https://myanimelist.net/anime/12365/Bakuman_3rd_Season,https://cdn.myanimelist.net/images/anime/6/41845.jpg,TV,Manga,25.0,Finished Airing,False,2012-10-06,2013-03-30,"Oct 6, 2012 to Mar 30, 2013",24 min per ep,PG-13 - Teens 13 or older,8.52,203782.0,149.0,796,348502,2942,fall,2012.0,Saturdays,17:30,J.C.Staff,NHK|Shueisha,,Comedy|Drama|Romance,Otaku Culture,Shounen,,,"Onto their third serialization, manga duo Moritaka Mashiro and Akito Takagi—also known by their pen name, Muto Ashirogi—are ever closer to their dream of an anime adaption. However, the real challenge is only just beginning: if they are unable to compete with the artist Eiji Niizuma in the rankings within the span of six months, they will be canceled. To top it off, numerous rivals are close behind and declaring war. They don't even have enough time to spare thinking about an anime!  In Bakuman. 3rd Season, Muto Ashirogi must find a way to stay atop the colossal mountain known as the Shounen Jack rankings. With new problems and new assistants, the pair continue to strive for their dream.  [Written by MAL Rewrite]",,True,
12403,Yuru Yuri♪♪,YuruYuri: Happy Go Lily ♪♪,ゆるゆり♪♪,Yuru Yuri S2,https://myanimelist.net/anime/12403/Yuru_Yuri♪♪,https://cdn.myanimelist.net/images/anime/8/75174.jpg,TV,Manga,12.0,Finished Airing,False,2012-07-03,2012-09-18,"Jul 3, 2012 to Sep 18, 2012",23 min per ep,PG-13 - Teens 13 or older,7.81,118679.0,1141.0,1336,210124,988,summer,2012.0,Tuesdays,02:00,Doga Kobo,Sotsu|Pony Canyon|DAX Production,NIS America,Comedy|Girls Love,CGDCT|Gag Humor|School,,,,"The girls of the Amusement Club return in Yuru Yuri♪♪, finding new ways to make passing time even more enjoyable. Their members consist of the always energetic Kyouko Toshinou; calm and sensible Yui Funami; polite but often overlooked Akari Akaza; and Chinatsu Yoshikawa, who stumbled upon the others while looking for the Tea Ceremony Club. Together they are the Amusement Club, which has the deceptively simple task of keeping its members entertained.  Along with the Student Council and the odd family member, they strive to enjoy their youth to the fullest. Whether it's a trip to a hot spring or finishing overdue homework, their lives are never dull, and they will always find an excuse to spend time together.  [Written by MAL Rewrite]",,True,
12413,Jormungand,Jormungand,ヨルムンガンド,,https://myanimelist.net/anime/12413/Jormungand,https://cdn.myanimelist.net/images/anime/11/73280.jpg,TV,Manga,12.0,Finished Airing,False,2012-04-11,2012-06-27,"Apr 11, 2012 to Jun 27, 2012",24 min per ep,R+ - Mild Nudity,7.79,163420.0,1169.0,679,398506,3314,spring,2012.0,Wednesdays,00:30,White Fox,Geneon Universal Entertainment|Shogakukan-Shueisha Productions,Funimation,Action|Adventure,Adult Cast|Military|Organized Crime,Seinen,,,"Brought up in a conflict-ridden environment, child soldier Jonathan ""Jonah"" Mar hates weapons and those who deal them. But when Koko Hekmatyar, an international arms dealer, takes on Jonah as one of her bodyguards, he has little choice but to take up arms. Along with Koko's other bodyguards, composed mostly of former special-ops soldiers, Jonah is now tasked with protecting Koko and her overly idealistic goal of world peace from the countless dangers that come from her line of work.  Jormungand follows Koko, Jonah, and the rest of crew as they travel the world selling weapons under the international shipping company HCLI. As Koko's work is illegal under international law, she is forced to constantly sidestep both local and international authorities while doing business with armies, private militaries, and militias. With the CIA always hot on her trail, and assassins around every corner, Jonah and the crew must guard Koko and her dream of world peace with their lives or die trying.  [Written by MAL Rewrite]","Jormungand was released on Blu-ray and DVD in six volumes from June 27, 2012, to November 28, 2012.",True,
12431,Uchuu Kyoudai,Space Brothers,宇宙兄弟,Uchuu Kyodai,https://myanimelist.net/anime/12431/Uchuu_Kyoudai,https://cdn.myanimelist.net/images/anime/1290/135694.jpg,TV,Manga,99.0,Finished Airing,False,2012-04-01,2014-03-22,"Apr 1, 2012 to Mar 22, 2014",24 min per ep,PG-13 - Teens 13 or older,8.48,55951.0,176.0,1329,211059,3951,spring,2012.0,Sundays,07:00,A-1 Pictures,Yomiuri Telecasting|Trinity Sound,Sentai Filmworks,Comedy,Adult Cast|Space|Workplace,Seinen,,,"On a fateful summer night in 2006, Mutta Nanba and his younger brother Hibito witness what they believe to be a UFO flying toward the Moon. This impressing and unusual phenomenon leads both siblings vowing to become astronauts, with Hibito aiming for the Moon and Mutta, convinced that the eldest brother has to be one step ahead, for Mars.  Now an adult, life hasn't turned out how Mutta had pictured it: he is diligently working in an automotive company, whereas Hibito is on his way to be the very first Japanese man to step on the Moon. However, after losing his job, Mutta is presented with an unexpected opportunity to catch up to his younger brother when the Japanese Aerospace Exploration Agency, commonly known as JAXA, accepts his application to participate in the next astronaut selection. Despite self-doubts about his prospects, Mutta is unwilling to waste this chance of a lifetime, and thus embarks on an ambitious journey to fulfill the promise made 19 years ago.  [Written by MAL Rewrite]",,True,
12445,Tasogare Otome x Amnesia,Dusk Maiden of Amnesia,黄昏乙女×アムネジア,Tasogare Otome x Amnesia,https://myanimelist.net/anime/12445/Tasogare_Otome_x_Amnesia,https://cdn.myanimelist.net/images/anime/12/64435.jpg,TV,Manga,12.0,Finished Airing,False,2012-04-09,2012-06-25,"Apr 9, 2012 to Jun 25, 2012",23 min per ep,R - 17+ (violence & profanity),7.81,205071.0,1135.0,593,450444,4926,spring,2012.0,Mondays,00:30,SILVER LINK.,Square Enix|Media Factory,Sentai Filmworks,Horror|Mystery|Romance|Supernatural,School,Shounen,,,"Seikyou Private Academy, built on the intrigue of traditional occult myths, bears a dark past—for 60 years, it has been haunted by a ghost known as Yuuko, a young woman who mysteriously died in the basement of the old school building. With no memory of her life or death, Yuuko discreetly finds and heads the Paranormal Investigations Club in search of answers.  A chance meeting leads Yuuko to cling to diligent freshman Teiichi Niiya, who can see the quirky ghost. They quickly grow close, and he decides to help her. Along with Kirie Kanoe, Yuuko's relative, and the oblivious second year Momoe Okonogi, they delve deep into the infamous Seven Mysteries of the storied school.  [Written by MAL Rewrite]",,True,
12461,Hiiro no Kakera,Hiiro no Kakera: The Tamayori Princess Saga,緋色の欠片,Scarlet Fragment|Hiiro no Kakera: Tamayori Hime Kitan,https://myanimelist.net/anime/12461/Hiiro_no_Kakera,https://cdn.myanimelist.net/images/anime/3/36925.jpg,TV,Visual novel,13.0,Finished Airing,False,2012-04-01,2012-06-24,"Apr 1, 2012 to Jun 24, 2012",24 min per ep,PG-13 - Teens 13 or older,6.7,48156.0,6444.0,2142,118842,419,spring,2012.0,,,Studio Deen,Bandai Visual|Yomiuri Telecasting|Lantis|Kids Station|Movic|DAX Production|Yomiuri TV Enterprise,Sentai Filmworks,Romance|Supernatural,Reverse Harem,Josei,,,"Gods and ghosts only exist in fairy tales, right? That's the impression that high school girl Tamki Kasuga has before she goes to live with her grandmother in the remote village of Kifumura. After being attacked by strange creatures upon her arrival, she is soon informed that females in her family contain the blood of the Tamayori Princess, who has the responsibility and power of keeping gods and ghosts sealed away so that they can't harm the general public. At first Tamaki has trouble believing this, but having five beautiful young men following her everywhere she goes acting as her guardians goes a long way towards convincing her.  There's more to this job than Tamaki first realizes, however, and the path that lies ahead of her is fraught with peril and danger. Will she be able to successfully take on the heavy role that has been put on her shoulders?","The first episode was pre-aired on March 6, 2012 on YTV. The Japanese voice cast for the main characters remains unchanged from the original PS2 otome game that the anime is based off of.",True,
